ip,asn,city,region,country,loc
115.231.8.228,"{'asn': 'AS58461', 'name': 'CT-HangZhou-IDC', 'domain': 'chinatelecom.cn', 'route': '115.231.8.0/21', 'type': 'hosting'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
47.96.196.137,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '47.96.0.0/16', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
140.210.18.36,"{'asn': 'AS137697', 'name': 'CHINATELECOM JiangSu YangZhou IDC networkdescr: YangZhou , Jiangsu Province, P.R.China.', 'domain': 'chinatelecom.cn', 'route': '140.210.16.0/20', 'type': 'isp'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
43.254.55.187,"{'asn': 'AS138950', 'name': 'Jiangsu Wuxi International IDC network', 'domain': 'chinatelecom.cn', 'route': '43.254.52.0/22', 'type': 'isp'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
103.125.7.173,"{'asn': 'AS17995', 'name': 'PT iForte Global Internet', 'domain': 'iforte.co.id', 'route': '103.125.6.0/23', 'type': 'isp'}",Kopang Satu,West Nusa Tenggara,ID,"-8.6335,116.3517"
114.247.84.134,"{'asn': 'AS4808', 'name': 'China Unicom Beijing Province Network', 'domain': 'chinaunicom.cn', 'route': '114.247.64.0/18', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
103.94.206.36,"{'asn': 'AS136291', 'name': 'Madhya Pradesh State Electronics Development Corporation Ltd.', 'domain': 'mpsedc.com', 'route': '103.94.206.0/24', 'type': 'business'}",Mumbai,Maharashtra,IN,"18.9750,72.8258"
119.23.86.249,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '119.23.0.0/17', 'type': 'business'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
211.152.36.161,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.32.0/21', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
8.139.53.86,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '8.139.0.0/17', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
47.93.95.45,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '47.92.0.0/15', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
180.201.110.64,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '180.201.96.0/20', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
59.40.185.79,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '59.40.0.0/15', 'type': 'isp'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
115.155.188.118,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '115.155.176.0/20', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
119.0.127.206,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '119.0.0.0/15', 'type': 'isp'}",Guiyang,Guizhou,CN,"26.5833,106.7167"
103.45.131.244,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.131.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
43.248.190.131,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '43.248.184.0/21', 'type': 'isp'}",Suqian,Jiangsu,CN,"33.9492,118.2958"
123.129.211.209,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '123.128.0.0/13', 'type': 'isp'}",Qingdao,Shandong,CN,"36.0649,120.3804"
177.229.198.26,"{'asn': 'AS262916', 'name': 'Mega Cable, S.A. de C.V.', 'domain': 'megacable.com.mx', 'route': '177.229.198.0/24', 'type': 'isp'}",Torreón,Coahuila,MX,"25.5439,-103.4190"
172.64.36.101,"{'asn': 'AS13335', 'name': 'Cloudflare, Inc.', 'domain': 'cloudflare.com', 'route': '172.64.36.0/23', 'type': 'hosting'}",San Francisco,California,US,"37.7621,-122.3971"
211.145.15.183,"{'asn': 'AS4808', 'name': 'China Unicom Beijing Province Network', 'domain': 'chinaunicom.cn', 'route': '211.145.0.0/20', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
211.152.47.229,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.40.0/21', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
39.96.251.107,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '39.96.0.0/14', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
221.234.36.54,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '221.232.0.0/14', 'type': 'isp'}",Wuhan,Hubei,CN,"30.5833,114.2667"
39.96.251.39,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '39.96.0.0/14', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
103.45.100.18,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.100.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
114.251.242.117,"{'asn': 'AS4808', 'name': 'China Unicom Beijing Province Network', 'domain': 'chinaunicom.cn', 'route': '114.251.192.0/18', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
47.93.94.77,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '47.92.0.0/15', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
