ip,asn,city,region,country,loc
193.108.29.171,"{'asn': 'AS24921', 'name': 'Latvijas Mobilais Telefons SIA', 'domain': 'lmt.lv', 'route': '193.108.29.0/24', 'type': 'isp'}",Riga,Riga,LV,"56.9460,24.1059"
8.146.243.71,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '8.146.0.0/15', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
43.240.75.160,"{'asn': 'AS134771', 'name': 'WENZHOU, ZHEJIANG Province, P.R.China.', 'domain': 'chinatelecom.cn', 'route': '43.240.74.0/23', 'type': 'isp'}",Wenzhou,Zhejiang,CN,"27.9994,120.6668"
47.110.215.50,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '47.110.0.0/16', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
124.172.153.94,"{'asn': 'AS134764', 'name': 'CHINANET Guangdong province network', 'domain': 'chinatelecom.cn', 'route': '124.172.144.0/20', 'type': 'isp'}",Guangzhou,Guangdong,CN,"23.1167,113.2500"
103.45.109.227,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.109.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
121.35.254.96,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '121.32.0.0/14', 'type': 'isp'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
103.45.106.4,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.106.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
8.139.72.170,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '8.139.0.0/17', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
223.113.240.31,"{'asn': 'AS56046', 'name': 'China Mobile communications corporation', 'domain': 'chinamobile.com', 'route': '223.113.240.0/21', 'type': 'isp'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
119.41.173.23,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '119.41.0.0/16', 'type': 'isp'}",Haikou,Hainan,CN,"20.0342,110.3465"
202.121.110.209,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '202.121.0.0/16', 'type': 'education'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
43.248.139.184,"{'asn': 'AS23650', 'name': 'AS Number for CHINANET jiangsu province backbone', 'domain': 'rtat.net', 'route': '43.248.128.0/20', 'type': 'hosting'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
103.45.129.214,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.129.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
114.117.141.248,"{'asn': 'AS45090', 'name': 'Shenzhen Tencent Computer Systems Company Limited', 'domain': 'tencent.com', 'route': '114.117.140.0/22', 'type': 'hosting'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
103.143.117.140,"{'asn': 'AS9875', 'name': 'PT. Pasifik Satelit Nusantara', 'domain': 'psn.co.id', 'route': '103.143.116.0/23', 'type': 'isp'}",Lubuklinggau,South Sumatra,ID,"-3.2945,102.8614"
223.85.58.122,"{'asn': 'AS139080', 'name': 'The Internet Data Center of Sichuan Mobile Communication Company Limited', 'domain': 'chinamobile.com', 'route': '223.85.56.0/22', 'type': 'business'}",Chengdu,Sichuan,CN,"30.6667,104.0667"
61.164.122.4,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '61.164.0.0/16', 'type': 'isp'}",Ningbo,Zhejiang,CN,"29.8782,121.5494"
8.146.248.45,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '8.146.0.0/15', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
210.16.180.87,"{'asn': 'AS4812', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '210.16.180.0/24', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
202.103.252.141,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '202.103.192.0/18', 'type': 'isp'}",Nanning,Guangxi,CN,"22.8167,108.3167"
122.114.206.189,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '122.114.0.0/16', 'type': 'isp'}",Zhengzhou,Henan,CN,"34.7578,113.6486"
114.247.84.1,"{'asn': 'AS4808', 'name': 'China Unicom Beijing Province Network', 'domain': 'chinaunicom.cn', 'route': '114.247.64.0/18', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
47.96.193.230,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '47.96.0.0/16', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
211.152.59.107,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.48.0/20', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
195.252.212.246,"{'asn': 'AS30600', 'name': 'Metronet', 'domain': 'metronet.com', 'route': '195.252.192.0/18', 'type': 'isp'}",Carmel,Indiana,US,"39.9784,-86.1180"
124.248.69.82,"{'asn': 'AS58461', 'name': 'CT-HangZhou-IDC', 'domain': 'chinatelecom.cn', 'route': '124.248.64.0/18', 'type': 'hosting'}",Shaoxing,Zhejiang,CN,"30.0024,120.5786"
103.28.205.180,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '103.28.204.0/22', 'type': 'isp'}",Badu,Fujian,CN,"26.8103,119.5642"
8.146.203.49,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '8.146.0.0/15', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
85.9.100.16,"{'asn': 'AS34918', 'name': 'Pishgaman Toseeh Ertebatat Company (Private Joint Stock)', 'domain': 'pishgaman.net', 'route': '85.9.96.0/21', 'type': 'hosting'}",Shiraz,Fars,IR,"29.6103,52.5311"
105.29.92.201,"{'asn': 'AS37100', 'name': 'SEACOM Limited', 'domain': 'seacom.com', 'route': '105.16.0.0/12', 'type': 'business'}",Johannesburg,Gauteng,ZA,"-26.1000,28.0555"
85.252.222.77,"{'asn': 'AS2116', 'name': 'GLOBALCONNECT AS', 'domain': 'globalconnect.no', 'route': '85.252.0.0/16', 'type': 'isp'}",Lillestrøm,Akershus,NO,"59.9560,11.0492"
210.26.73.27,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '210.26.72.0/21', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
43.240.156.11,"{'asn': 'AS134771', 'name': 'WENZHOU, ZHEJIANG Province, P.R.China.', 'domain': 'chinatelecom.cn', 'route': '43.240.156.0/23', 'type': 'isp'}",Wenzhou,Zhejiang,CN,"27.9994,120.6668"
103.94.206.196,"{'asn': 'AS136291', 'name': 'Madhya Pradesh State Electronics Development Corporation Ltd.', 'domain': 'mpsedc.com', 'route': '103.94.206.0/24', 'type': 'business'}",Mumbai,Maharashtra,IN,"18.9750,72.8258"
210.16.187.37,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '210.16.186.0/23', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
43.248.190.219,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '43.248.184.0/21', 'type': 'isp'}",Suqian,Jiangsu,CN,"33.9492,118.2958"
211.145.15.205,"{'asn': 'AS4808', 'name': 'China Unicom Beijing Province Network', 'domain': 'chinaunicom.cn', 'route': '211.145.0.0/20', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
106.52.85.172,"{'asn': 'AS45090', 'name': 'Shenzhen Tencent Computer Systems Company Limited', 'domain': 'tencent.com', 'route': '106.52.80.0/20', 'type': 'hosting'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
112.50.94.165,"{'asn': 'AS9808', 'name': 'China Mobile Communications Group Co., Ltd.', 'domain': '10086.cn', 'route': '112.50.0.0/16', 'type': 'isp'}",Guangzhou,Guangdong,CN,"23.1167,113.2500"
210.16.189.100,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '210.16.188.0/23', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
159.75.105.28,"{'asn': 'AS45090', 'name': 'Shenzhen Tencent Computer Systems Company Limited', 'domain': 'tencent.com', 'route': '159.75.64.0/18', 'type': 'hosting'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
115.230.127.133,"{'asn': 'AS58461', 'name': 'CT-HangZhou-IDC', 'domain': 'chinatelecom.cn', 'route': '115.230.124.0/22', 'type': 'hosting'}",Shaoxing,Zhejiang,CN,"30.0024,120.5786"
103.85.84.16,"{'asn': 'AS23650', 'name': 'AS Number for CHINANET jiangsu province backbone', 'domain': 'rtat.net', 'route': '103.85.84.0/24', 'type': 'hosting'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
211.152.59.247,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.48.0/20', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
122.114.206.176,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '122.114.0.0/16', 'type': 'isp'}",Zhengzhou,Henan,CN,"34.7578,113.6486"
117.149.199.160,"{'asn': 'AS56041', 'name': 'China Mobile communications corporation', 'domain': 'chinamobile.com', 'route': '117.149.196.0/22', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
8.139.71.85,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '8.139.0.0/17', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
162.159.46.161,"{'asn': 'AS13335', 'name': 'Cloudflare, Inc.', 'domain': 'cloudflare.com', 'route': '162.159.46.0/24', 'type': 'hosting'}",San Francisco,California,US,"37.7621,-122.3971"
193.110.81.0,"{'asn': 'AS50902', 'name': 'DNS0.EU A.D.', 'domain': 'dns0.eu', 'route': '193.110.81.0/24', 'type': 'business'}",Paris,Île-de-France,FR,"48.8534,2.3488"
103.186.108.1,"{'asn': 'AS58543', 'name': 'Guangdong', 'domain': 'chinatelecom.cn', 'route': '103.186.108.0/24', 'type': 'isp'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
218.29.54.213,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '218.28.0.0/15', 'type': 'isp'}",Zhengzhou,Henan,CN,"34.7578,113.6486"
122.228.193.38,"{'asn': 'AS134771', 'name': 'WENZHOU, ZHEJIANG Province, P.R.China.', 'domain': 'chinatelecom.cn', 'route': '122.228.192.0/21', 'type': 'isp'}",Rui’an,Zhejiang,CN,"27.7761,120.6586"
45.119.104.46,"{'asn': 'AS4847', 'name': 'China Networks Inter-Exchange', 'domain': 'bta.net.cn', 'route': '45.119.104.0/24', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
58.246.196.119,"{'asn': 'AS17621', 'name': 'China Unicom Shanghai network', 'domain': 'chinaunicom.cn', 'route': '58.246.0.0/16', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
8.139.73.187,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '8.139.0.0/17', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
103.140.66.222,"{'asn': 'AS9875', 'name': 'PT. Pasifik Satelit Nusantara', 'domain': 'psn.co.id', 'route': '103.140.66.0/23', 'type': 'isp'}",Surulangun Rawas,South Sumatra,ID,"-2.6227,102.7634"
103.45.109.107,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.109.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
180.201.102.130,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '180.201.96.0/20', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
182.120.179.30,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '182.112.0.0/12', 'type': 'isp'}",Zhengzhou,Henan,CN,"34.7578,113.6486"
103.45.118.29,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.118.0/24', 'type': 'hosting'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
94.183.154.133,"{'asn': 'AS31549', 'name': 'Aria Shatel Company Ltd', 'domain': 'shatel.ir', 'route': '94.183.144.0/20', 'type': 'isp'}",Shiraz,Fars,IR,"29.6103,52.5311"
122.114.75.24,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '122.114.0.0/16', 'type': 'isp'}",Zhengzhou,Henan,CN,"34.7578,113.6486"
47.102.224.184,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '47.102.0.0/15', 'type': 'business'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
115.231.218.168,"{'asn': 'AS58461', 'name': 'CT-HangZhou-IDC', 'domain': 'chinatelecom.cn', 'route': '115.231.216.0/21', 'type': 'hosting'}",Shaoxing,Zhejiang,CN,"30.0024,120.5786"
202.121.105.42,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '202.121.0.0/16', 'type': 'education'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
218.242.129.175,"{'asn': 'AS9812', 'name': 'Oriental Cable Network Co., Ltd.', 'domain': 'scn.com.cn', 'route': '218.242.128.0/18', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
211.192.64.43,"{'asn': 'AS4766', 'name': 'Korea Telecom', 'domain': 'kt.com', 'route': '211.192.0.0/13', 'type': 'isp'}",Seoul,Seoul,KR,"37.5660,126.9784"
175.116.222.79,"{'asn': 'AS9318', 'name': 'SK Broadband Co Ltd', 'domain': 'skbroadband.com', 'route': '175.112.0.0/13', 'type': 'isp'}",Seongnam-si,Gyeonggi-do,KR,"37.3541,127.1127"
223.5.179.217,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '223.4.0.0/15', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
223.70.135.142,"{'asn': 'AS56048', 'name': 'China Mobile Communicaitons Corporation', 'domain': 'chinamobile.com', 'route': '223.70.0.0/15', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
183.134.23.101,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '183.128.0.0/11', 'type': 'isp'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
103.21.142.123,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '103.21.142.0/23', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
58.210.227.58,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '58.208.0.0/12', 'type': 'isp'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
218.98.100.165,"{'asn': 'AS133775', 'name': 'Xiamen', 'domain': 'chinatelecom.cn', 'route': '218.98.96.0/21', 'type': 'isp'}",Xiamen,Fujian,CN,"24.4798,118.0819"
103.36.60.116,"{'asn': 'AS134771', 'name': 'WENZHOU, ZHEJIANG Province, P.R.China.', 'domain': 'chinatelecom.cn', 'route': '103.36.60.0/23', 'type': 'isp'}",Wenzhou,Zhejiang,CN,"27.9994,120.6668"
47.96.193.52,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '47.96.0.0/16', 'type': 'business'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
42.193.82.135,"{'asn': 'AS45090', 'name': 'Shenzhen Tencent Computer Systems Company Limited', 'domain': 'tencent.com', 'route': '42.193.80.0/22', 'type': 'hosting'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
59.63.199.182,"{'asn': 'AS134238', 'name': 'CHINANET Jiangx province IDC network', 'domain': 'chinatelecom.cn', 'route': '59.63.192.0/21', 'type': 'isp'}",Nanchang,Jiangxi,CN,"28.6840,115.8531"
211.152.44.34,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.40.0/21', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
103.125.9.229,"{'asn': 'AS17995', 'name': 'PT iForte Global Internet', 'domain': 'iforte.co.id', 'route': '103.125.8.0/23', 'type': 'isp'}",Sorendiweri,Papua,ID,"-0.7339,135.7361"
180.201.98.229,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '180.201.96.0/20', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
190.85.69.170,"{'asn': 'AS14080', 'name': 'Telmex Colombia S.A.', 'domain': 'claro.com.co', 'route': '190.85.64.0/19', 'type': 'isp'}",Bogotá,Bogota D.C.,CO,"4.6097,-74.0817"
101.67.15.113,"{'asn': 'AS4837', 'name': 'CHINA UNICOM China169 Backbone', 'domain': 'chinaunicom.cn', 'route': '101.67.0.0/16', 'type': 'isp'}",Jiaxing,Zhejiang,CN,"30.7522,120.7500"
8.146.246.15,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '8.146.0.0/15', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
45.125.59.227,"{'asn': 'AS139007', 'name': 'UNICOM InnerMongolia province network', 'domain': 'hh.nm.cn', 'route': '45.125.59.0/24', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
202.121.110.81,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '202.121.0.0/16', 'type': 'education'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
36.151.194.24,"{'asn': 'AS56046', 'name': 'China Mobile communications corporation', 'domain': 'chinamobile.com', 'route': '36.151.192.0/21', 'type': 'isp'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
8.146.246.154,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '8.146.0.0/15', 'type': 'business'}",Beijing,Beijing,CN,"39.9075,116.3972"
103.45.109.208,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.109.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
103.45.114.214,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.114.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
119.145.128.214,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '119.144.0.0/14', 'type': 'isp'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
207.46.151.63,"{'asn': 'AS8075', 'name': 'Microsoft Corporation', 'domain': 'microsoft.com', 'route': '207.46.128.0/17', 'type': 'business'}",Hong Kong,Hong Kong,HK,"22.2783,114.1747"
211.152.44.112,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.40.0/21', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
103.41.232.43,"{'asn': 'AS58466', 'name': 'CHINANET Guangdong province network', 'domain': 'chinatelecom.cn', 'route': '103.41.232.0/24', 'type': 'isp'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
211.152.33.230,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.32.0/21', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
162.159.51.206,"{'asn': 'AS13335', 'name': 'Cloudflare, Inc.', 'domain': 'cloudflare.com', 'route': '162.159.48.0/20', 'type': 'hosting'}",San Francisco,California,US,"37.7621,-122.3971"
219.143.73.137,"{'asn': 'AS4847', 'name': 'China Networks Inter-Exchange', 'domain': 'bta.net.cn', 'route': '219.143.0.0/16', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
183.242.50.154,"{'asn': 'AS56048', 'name': 'China Mobile Communicaitons Corporation', 'domain': 'chinamobile.com', 'route': '183.242.0.0/15', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
119.41.173.114,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '119.41.0.0/16', 'type': 'isp'}",Haikou,Hainan,CN,"20.0342,110.3465"
116.211.146.64,"{'asn': 'AS58563', 'name': 'CHINANET Hubei province network', 'domain': 'chinatelecom.cn', 'route': '116.211.144.0/21', 'type': 'isp'}",Wuhan,Hubei,CN,"30.5833,114.2667"
103.193.193.107,"{'asn': 'AS139007', 'name': 'UNICOM InnerMongolia province network', 'domain': 'hh.nm.cn', 'route': '103.193.193.0/24', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
113.113.81.229,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '113.112.0.0/13', 'type': 'isp'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
211.152.62.223,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.48.0/20', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
103.143.103.43,"{'asn': 'AS9875', 'name': 'PT. Pasifik Satelit Nusantara', 'domain': 'psn.co.id', 'route': '103.143.102.0/23', 'type': 'isp'}",Bambor,East Nusa Tenggara,ID,"-8.6126,120.0598"
103.45.116.113,"{'asn': 'AS63612', 'name': 'Shenzhen Qianhai bird cloud computing Co. Ltd.', 'domain': 'cnnic.cn', 'route': '103.45.116.0/24', 'type': 'hosting'}",Zhangjiakou,Hebei,CN,"40.7834,114.8714"
84.83.109.146,"{'asn': 'AS1136', 'name': 'KPN B.V.', 'domain': 'idstrategy.com.ua', 'route': '84.82.0.0/15', 'type': 'isp'}",Amsterdam,North Holland,NL,"52.3740,4.8897"
211.152.35.243,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.32.0/21', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
45.119.104.231,"{'asn': 'AS4847', 'name': 'China Networks Inter-Exchange', 'domain': 'bta.net.cn', 'route': '45.119.104.0/24', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
47.113.22.8,"{'asn': 'AS37963', 'name': 'Hangzhou Alibaba Advertising Co.,Ltd.', 'domain': 'alibabagroup.com', 'route': '47.113.0.0/16', 'type': 'business'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
211.152.36.130,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.32.0/21', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
115.155.190.86,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '115.155.176.0/20', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
114.117.131.31,"{'asn': 'AS45090', 'name': 'Shenzhen Tencent Computer Systems Company Limited', 'domain': 'tencent.com', 'route': '114.117.128.0/21', 'type': 'hosting'}",Beijing,Beijing,CN,"39.9075,116.3972"
115.155.191.155,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '115.155.176.0/20', 'type': 'education'}",Haidian,Beijing,CN,"39.9906,116.2887"
113.113.81.224,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '113.112.0.0/13', 'type': 'isp'}",Shenzhen,Guangdong,CN,"22.5455,114.0683"
211.152.54.205,"{'asn': 'AS4811', 'name': 'China Telecom (Group)', 'domain': 'chinatelecom.com.cn', 'route': '211.152.48.0/20', 'type': 'isp'}",Shanghai,Shanghai,CN,"31.2222,121.4581"
125.120.169.161,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '125.112.0.0/12', 'type': 'isp'}",Hangzhou,Zhejiang,CN,"30.2936,120.1614"
111.202.53.207,"{'asn': 'AS4808', 'name': 'China Unicom Beijing Province Network', 'domain': 'chinaunicom.cn', 'route': '111.202.0.0/18', 'type': 'isp'}",Beijing,Beijing,CN,"39.9075,116.3972"
58.53.128.34,"{'asn': 'AS4134', 'name': 'CHINANET-BACKBONE', 'domain': 'chinatelecom.com.cn', 'route': '58.48.0.0/13', 'type': 'isp'}",Wuhan,Hubei,CN,"30.5833,114.2667"
45.90.30.194,"{'asn': 'AS34939', 'name': 'nextdns, Inc.', 'domain': 'nextdns.io', 'route': '45.90.30.0/24', 'type': 'business'}",Wilmington,Delaware,US,"39.7564,-75.5340"
180.97.151.70,"{'asn': 'AS140292', 'name': 'CHINATELECOM Jiangsu province Suzhou 5G network', 'domain': 'chinatelecom.cn', 'route': '180.97.144.0/21', 'type': 'isp'}",Nanjing,Jiangsu,CN,"32.0617,118.7778"
211.83.1.42,"{'asn': 'AS4538', 'name': 'China Education and Research Network Center', 'domain': 'cernet.edu.cn', 'route': '211.83.0.0/20', 'type': 'education'}",Chengdu,Sichuan,CN,"30.6667,104.0667"
125.64.11.161,"{'asn': 'AS38283', 'name': 'CHINANET SiChuan Telecom Internet Data Center', 'domain': 'chinatelecom.cn', 'route': '125.64.11.0/24', 'type': 'hosting'}",Deyang,Sichuan,CN,"31.1302,104.3820"
